title,abstract,domain,technologies,Year,source_url,combined_text,uniqueness_score
Cryptography-Communication-System,B.tech College Project for Secure Message Communication though Cryptography Algorithm,Multiple / Unknown,Cryptography Algorithm,2024.0,https://github.com/Vatshayan/Cryptography-Communication-System,Cryptography-Communication-System | B.tech College Project for Secure Message Communication though Cryptography Algorithm | Multiple / Unknown | Cryptography Algorithm,0.18901062
Family-Tree-Geektrust,Implementing Family Tree From Scratch in C++. ( GeekTrust problem),Multiple / Unknown,c,2024.0,https://github.com/niteshkumartiwari/Family-Tree-Geektrust,Family-Tree-Geektrust | Implementing Family Tree From Scratch in C++. ( GeekTrust problem) | Multiple / Unknown | c,0.41534078
Breast-Cancer-Detection-Using-Machine-Learning,"Breast Cancer Detection Using Machine Learning Project Code, PPT, Synopsis, Report and Video Explanation",AI / ML,Machine Learning,2024.0,https://github.com/Vatshayan/Breast-Cancer-Detection-Using-Machine-Learning,"Breast-Cancer-Detection-Using-Machine-Learning | Breast Cancer Detection Using Machine Learning Project Code, PPT, Synopsis, Report and Video Explanation | AI / ML | Machine Learning",0.36018038
Full-Stack-Fake-News-Detection,Full Stack Fake News Detection using machine learning with code and documents plus youtube video explanation,AI / ML,machine learning,2024.0,https://github.com/Vatshayan/Full-Stack-Fake-News-Detection,Full-Stack-Fake-News-Detection | Full Stack Fake News Detection using machine learning with code and documents plus youtube video explanation | AI / ML | machine learning,0.13391876
scrap-ecommerce-website,Web Application to Buy & Sell Scrap Items,Multiple / Unknown,web application,2024.0,https://github.com/raunvk/scrap-ecommerce-website,scrap-ecommerce-website | Web Application to Buy & Sell Scrap Items | Multiple / Unknown | web application,0.377684
BE-Final-Year-Project,BE IT Final Year Machine Learning Project,AI / ML,Machine Learning,2024.0,https://github.com/pavanpatil45/BE-Final-Year-Project,BE-Final-Year-Project | BE IT Final Year Machine Learning Project | AI / ML | Machine Learning,0.28531843
Docs-Scanner,"Created a document scanner using Python, OpenCV. Implement edge detection, Contour detection, perspective transform and thresholding.",Computer Vision / AI,"opencv,python",2024.0,https://github.com/Shubhamlmp/Docs-Scanner,"Docs-Scanner | Created a document scanner using Python, OpenCV. Implement edge detection, Contour detection, perspective transform and thresholding. | Computer Vision / AI | opencv,python",0.39917433
liuyap-ZERO-App,"ZERO App is a mobile application aimed at reducing food waste, built using Flutter and Firebase. The app allows users to donate surplus food, find local food banks, and track their contributions. It features a user-friendly interface, real-time data updates, and secure authentication.",Web / Mobile,flutter,2024.0,https://github.com/Marcus0628/liuyap-ZERO-App,"liuyap-ZERO-App | ZERO App is a mobile application aimed at reducing food waste, built using Flutter and Firebase. The app allows users to donate surplus food, find local food banks, and track their contributions. It features a user-friendly interface, real-time data updates, and secure authentication. | Web / Mobile | flutter",0.3589455
Ransomware-Detection-System-using-Machine-Learning,B.tech Ransomware Detection System Based on Machine Learning Project,AI / ML,Machine Learning,2024.0,https://github.com/Projects-Developer/Ransomware-Detection-System-using-Machine-Learning,Ransomware-Detection-System-using-Machine-Learning | B.tech Ransomware Detection System Based on Machine Learning Project | AI / ML | Machine Learning,0.3592801
Graffiti,"A design hub ✨, unveil the miracle for frontend designers. Graffiti is a social platform 🙌 designed for frontend designer enthusiasts to share, discover, and engage in the form of web designs with utilities from around the planet 🐱‍🏍",Multiple / Unknown,"frontend, web design, social platform",2024.0,https://github.com/Nikhilgholap1304/Graffiti,"Graffiti | A design hub ✨, unveil the miracle for frontend designers. Graffiti is a social platform 🙌 designed for frontend designer enthusiasts to share, discover, and engage in the form of web designs with utilities from around the planet 🐱‍🏍 | Multiple / Unknown | frontend, web design, social platform",0.5294134
University_Routine_Generator,We have created a University Routine Generator as Final Year Project for our Computer Engineering completion.,Multiple / Unknown,University Routine Generator,2024.0,https://github.com/Bimalkhimdung/University_Routine_Generator,University_Routine_Generator | We have created a University Routine Generator as Final Year Project for our Computer Engineering completion. | Multiple / Unknown | University Routine Generator,0.41856796
ai-fuzzy-logic,Implement Fuzzy Logic,Multiple / Unknown,Fuzzy Logic,2024.0,https://github.com/amirisback/ai-fuzzy-logic,ai-fuzzy-logic | Implement Fuzzy Logic | Multiple / Unknown | Fuzzy Logic,0.5119611
Book-To-Comics-Client,This repository is Book-to-comics client,Multiple / Unknown,Book-to-comics client,2024.0,https://github.com/KeithLin724/Book-To-Comics-Client,Book-To-Comics-Client | This repository is Book-to-comics client | Multiple / Unknown | Book-to-comics client,0.45687377
NovelCorona-Pneumonia-Prediction_V2,"Predicting Noval Corona, Pneumonia, Healthy from X-ray scans using Deep Learning. Trained dataset on Resnet50, VGG16, and a Custom model.",AI / ML,"Python, TensorFlow, Flask, ResNet50, VGG16",2024.0,https://github.com/snehitvaddi/NovelCorona-Pneumonia-Prediction_V2,"NovelCorona-Pneumonia-Prediction_V2 | Predicting Noval Corona, Pneumonia, Healthy from X-ray scans using Deep Learning. Trained dataset on Resnet50, VGG16, and a Custom model. | AI / ML | Python, TensorFlow, Flask, ResNet50, VGG16",0.29826373
Blockchain-Evidence-Management-System,Evidence Management System using blockchain technology,Blockchain,blockchain,2024.0,https://github.com/Vatshayan/Blockchain-Evidence-Management-System,Blockchain-Evidence-Management-System | Evidence Management System using blockchain technology | Blockchain | blockchain,0.4043473
Reel-Rec,Reel Rec - A Movie Recommendation AI designed to change the way movie enthusiasts discover and enjoy  favorite films. Made using Django & Tailwind CSS.,Web / Mobile,"css,django",2024.0,https://github.com/andremedina15/Reel-Rec,"Reel-Rec | Reel Rec - A Movie Recommendation AI designed to change the way movie enthusiasts discover and enjoy  favorite films. Made using Django & Tailwind CSS. | Web / Mobile | css,django",0.38357043
MakeFarm,Implementation of 3D game similar to Minecraft with infinite terrain model and basic physics in OpenGL API. The game was created as a final project of studies in computer science at the Silesian University of Technology.,Multiple / Unknown,OpenGL,2024.0,https://github.com/Notiooo/MakeFarm,MakeFarm | Implementation of 3D game similar to Minecraft with infinite terrain model and basic physics in OpenGL API. The game was created as a final project of studies in computer science at the Silesian University of Technology. | Multiple / Unknown | OpenGL,0.4542594
EcoloGIS,"This project aims to bring together the fields of movement ecology and data geovisualisation in order to develop an advanced web-based movement data visualisation tool, EcoloGIS. This is my Final Year Project for my Computer Science degree at Aston University.",Multiple / Unknown,"web-based, movement data visualisation, EcoloGIS",2024.0,https://github.com/chalamander/EcoloGIS,"EcoloGIS | This project aims to bring together the fields of movement ecology and data geovisualisation in order to develop an advanced web-based movement data visualisation tool, EcoloGIS. This is my Final Year Project for my Computer Science degree at Aston University. | Multiple / Unknown | web-based, movement data visualisation, EcoloGIS",0.56114304
vision-based-adas,"This is my bachelor's thesis, which contains three main features: lane detection, road segmentation, and a Forward Collision Warning (FCW) system",Computer Vision / AI,"lane detection, road segmentation, Forward Collision Warning FCW system",2024.0,https://github.com/hikmatullah-mohammadi/vision-based-adas,"vision-based-adas | This is my bachelor's thesis, which contains three main features: lane detection, road segmentation, and a Forward Collision Warning (FCW) system | Computer Vision / AI | lane detection, road segmentation, Forward Collision Warning FCW system",0.43847555
